Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000266970	ENSG00000266970.1	78360453	78373911	17	AC061992.2
ENSG00000198106	ENSG00000198106.8	29291220	29372110	16	AC025279.1
ENSG00000257624	ENSG00000257624.1	112000739	112000985	12	AC004024.1
ENSG00000260413	ENSG00000260413.1	29312350	29331277	16	AC025279.2
ENSG00000073060	ENSG00000073060.16	124776856	124882668	12	SCARB1
ENSG00000277999	ENSG00000277999.1	29272220	29272772	16	AC009093.6
ENSG00000280149	ENSG00000280149.1	149851572	149852170	7	AC004877.2
ENSG00000285764	ENSG00000285764.1	63738111	63751083	13	AL445989.2
ENSG00000259807	ENSG00000259807.2	29215385	29221040	16	AC009093.1
ENSG00000234776	ENSG00000234776.5	45906513	45907272	11	C11orf94
ENSG00000260395	ENSG00000260395.1	21998310	21999656	16	AC092119.1
ENSG00000188243	ENSG00000188243.12	75525219	75549439	13	COMMD6
ENSG00000260953	ENSG00000260953.1	29262273	29264479	16	AC009093.4
ENSG00000266049	ENSG00000266049.1	2688564	2833065	18	AP001011.1
ENSG00000259918	ENSG00000259918.1	47598654	47598996	16	NDUFA5P11
ENSG00000261369	ENSG00000261369.1	47299447	47317814	16	AC007533.1
ENSG00000259222	ENSG00000259222.2	69080879	69099987	15	AC027088.2
ENSG00000212766	ENSG00000212766.9	69072926	69095820	15	EWSAT1
ENSG00000257094	ENSG00000257094.1	32007127	32007435	12	AC016957.1
ENSG00000257852	ENSG00000257852.1	32072734	32072880	12	AC048344.2
ENSG00000271357	ENSG00000271357.1	32100485	32100735	12	AC048344.3
ENSG00000132329	ENSG00000132329.11	237858893	237912106	2	RAMP1
ENSG00000272967	ENSG00000272967.1	119579212	119579650	3	AC073352.2
ENSG00000230595	ENSG00000230595.1	62561058	62561423	2	RSL24D1P2
ENSG00000232144	ENSG00000232144.1	62552463	62553434	2	PSAT1P2
ENSG00000115665	ENSG00000115665.9	107986523	108013994	2	SLC5A7
ENSG00000144843	ENSG00000144843.11	119579268	119589945	3	ADPRH
ENSG00000226622	ENSG00000226622.6	62533681	62662829	2	AC092155.1
ENSG00000143126	ENSG00000143126.8	109249539	109275751	1	CELSR2
ENSG00000174225	ENSG00000174225.15	100969708	100990831	X	ARL13A
ENSG00000250762	ENSG00000250762.1	167819898	167820248	1	Z99943.2
ENSG00000143199	ENSG00000143199.18	167809386	167914215	1	ADCY10
ENSG00000224016	ENSG00000224016.2	149891191	149909704	7	AC092681.1
ENSG00000273011	ENSG00000273011.1	149890739	149891416	7	AC092681.3
ENSG00000280049	ENSG00000280049.1	87041916	87042423	12	AC079597.1
ENSG00000279536	ENSG00000279536.1	149881477	149882105	7	AC093458.2
ENSG00000242850	ENSG00000242850.3	87169985	87170429	12	RPL23AP68
ENSG00000235173	ENSG00000235173.7	144137774	144140851	8	HGH1
ENSG00000269984	ENSG00000269984.1	169777192	169780334	3	AC078795.1
ENSG00000277342	ENSG00000277342.1	32109076	32109602	12	AC048344.4
ENSG00000276115	ENSG00000276115.1	32352349	32354144	12	AC026356.2
ENSG00000171130	ENSG00000171130.18	149872968	149891204	7	ATP6V0E2
ENSG00000258205	ENSG00000258205.1	87746567	87746683	12	AC079598.4
ENSG00000257530	ENSG00000257530.1	32104117	32107528	12	AC048344.1
ENSG00000274964	ENSG00000274964.1	32339368	32340724	12	AC026356.1
ENSG00000257648	ENSG00000257648.1	87750142	87750313	12	CYCSP30
ENSG00000258134	ENSG00000258134.1	32227410	32228154	12	AC016954.1
ENSG00000182103	ENSG00000182103.5	82729940	82733864	11	FAM181B
ENSG00000258173	ENSG00000258173.1	87753414	87753447	12	AC079598.2
ENSG00000275445	ENSG00000275445.1	22007480	22008062	16	AC092119.3
ENSG00000244101	ENSG00000244101.1	136609050	136609602	3	HMGN1P10
ENSG00000258128	ENSG00000258128.2	87782163	87784568	12	MKRN9P
ENSG00000151746	ENSG00000151746.14	32106835	32383633	12	BICD1
ENSG00000285184	ENSG00000285184.3	150045660	150067701	1	AC244033.2
ENSG00000185716	ENSG00000185716.12	22007638	22087534	16	MOSMO
ENSG00000257912	ENSG00000257912.1	87795733	87802028	12	LINC02258
ENSG00000224080	ENSG00000224080.1	37143512	37143958	3	UBE2FP1
ENSG00000263707	ENSG00000263707.1	12990149	12990610	17	AC005277.1
ENSG00000257940	ENSG00000257940.1	87816486	87817831	12	AC079598.1
ENSG00000271993	ENSG00000271993.1	37182107	37182734	3	AC126118.1
ENSG00000023287	ENSG00000023287.13	52622458	52745843	8	RB1CC1
ENSG00000141052	ENSG00000141052.17	12665890	12768949	17	MYOCD
ENSG00000225558	ENSG00000225558.1	37134658	37135102	3	UBE2D3P2
ENSG00000258179	ENSG00000258179.1	87820654	87820918	12	AC079598.3
ENSG00000136631	ENSG00000136631.15	150067279	150145329	1	VPS45
ENSG00000240721	ENSG00000240721.2	87944885	87950819	12	RPS4XP15
ENSG00000114054	ENSG00000114054.14	136250340	136337896	3	PCCB
ENSG00000176273	ENSG00000176273.15	93893973	93956062	10	SLC35G1
ENSG00000093167	ENSG00000093167.18	37052626	37183689	3	LRRFIP2
ENSG00000260277	ENSG00000260277.2	22083256	22092485	16	AC009019.1
ENSG00000087589	ENSG00000087589.16	56412112	56460387	20	CASS4
ENSG00000164266	ENSG00000164266.10	147824568	147831786	5	SPINK1
ENSG00000256967	ENSG00000256967.1	7129079	7131198	12	AC018653.3
ENSG00000285770	ENSG00000285770.1	7146482	7147817	12	AC018653.4
ENSG00000204934	ENSG00000204934.10	149867697	149880610	7	ATP6V0E2-AS1
ENSG00000180316	ENSG00000180316.12	36243203	36312229	6	PNPLA1
ENSG00000139182	ENSG00000139182.15	7129698	7158945	12	CLSTN3
ENSG00000273293	ENSG00000273293.1	149881359	149881580	7	AC093458.1
ENSG00000251345	ENSG00000251345.2	129133106	129134098	4	AC093826.1
ENSG00000184990	ENSG00000184990.13	104753147	104768494	14	SIVA1
ENSG00000228601	ENSG00000228601.1	56459428	56459583	20	RPL39P
ENSG00000077942	ENSG00000077942.19	45502238	45601135	22	FBLN1
ENSG00000070018	ENSG00000070018.9	12116025	12267044	12	LRP6
ENSG00000213232	ENSG00000213232.2	63811014	63811608	13	PPP1R2P10
ENSG00000118432	ENSG00000118432.12	88139864	88166359	6	CNR1
ENSG00000235286	ENSG00000235286.1	111670956	111672404	11	AP000925.1
ENSG00000287129	ENSG00000287129.1	185950469	185953171	2	AC097500.1
ENSG00000224019	ENSG00000224019.1	185956587	185957063	2	RPL21P32
ENSG00000170909	ENSG00000170909.13	54094668	54102692	19	OSCAR
ENSG00000255444	ENSG00000255444.1	74482250	74482542	11	CYCSP27
ENSG00000286373	ENSG00000286373.1	63630672	63655769	10	AC022387.2
ENSG00000233993	ENSG00000233993.1	18674395	18698709	20	AL121900.1
ENSG00000147231	ENSG00000147231.14	106611930	106679439	X	RADX
ENSG00000212961	ENSG00000212961.4	74354443	74355720	11	HNRNPA1P40
ENSG00000232075	ENSG00000232075.1	63634317	63634827	10	MRPL35P2
ENSG00000232388	ENSG00000232388.4	18567347	18569563	20	SMIM26
ENSG00000254974	ENSG00000254974.1	74485580	74486051	11	AP001372.4
ENSG00000215441	ENSG00000215441.3	27608382	27610745	9	CTAGE12P
ENSG00000254631	ENSG00000254631.5	74397549	74485742	11	AP001372.1
ENSG00000181852	ENSG00000181852.18	56202179	56221933	12	RNF41
ENSG00000260390	ENSG00000260390.1	27829276	27844481	9	AL360014.1
ENSG00000231221	ENSG00000231221.1	108049200	108052755	2	LINC01593
ENSG00000165434	ENSG00000165434.8	74330316	74398433	11	PGM2L1
ENSG00000277621	ENSG00000277621.1	12982613	12983002	17	AC005277.2
ENSG00000271555	ENSG00000271555.1	52722903	52723141	8	AC113139.1
ENSG00000229890	ENSG00000229890.1	108099110	108099492	2	ACTP1
ENSG00000227274	ENSG00000227274.1	12671862	12706135	17	AC005358.1
ENSG00000260412	ENSG00000260412.1	27937617	27944497	9	AL353746.1
ENSG00000249518	ENSG00000249518.1	147851644	147852659	5	AC011352.2
ENSG00000265489	ENSG00000265489.1	12760140	12790242	17	AC005358.2
ENSG00000232136	ENSG00000232136.2	18642782	18643634	20	DUXAP7
ENSG00000248958	ENSG00000248958.2	129135926	129139740	4	ZSWIM5P3
ENSG00000279565	ENSG00000279565.1	88172261	88175762	6	AL121835.2
ENSG00000125821	ENSG00000125821.12	18587893	18766644	20	DTD1
ENSG00000225328	ENSG00000225328.2	108167125	108217886	2	LINC01594
ENSG00000287128	ENSG00000287128.1	63814653	63825534	13	AL445238.2
ENSG00000147432	ENSG00000147432.7	42697366	42737407	8	CHRNB3
ENSG00000251195	ENSG00000251195.1	129177386	129179094	4	AC105417.1
ENSG00000220131	ENSG00000220131.1	88265158	88265511	6	AL121835.1
ENSG00000250193	ENSG00000250193.1	129299175	129305022	4	AC082650.1
ENSG00000234426	ENSG00000234426.3	88177804	88442928	6	AL139042.1
ENSG00000287748	ENSG00000287748.1	129362911	129377504	4	AC082650.2
ENSG00000220267	ENSG00000220267.1	88275882	88276989	6	ACTBP8
ENSG00000286871	ENSG00000286871.1	88378280	88385447	6	AL139090.1
ENSG00000112195	ENSG00000112195.9	41189749	41201149	6	TREML2
ENSG00000255440	ENSG00000255440.2	74398825	74416379	11	AP001085.1
ENSG00000255101	ENSG00000255101.1	42705583	42721946	8	AC103843.1
ENSG00000255361	ENSG00000255361.1	42725547	42726228	8	AC103843.2
ENSG00000254928	ENSG00000254928.1	74455348	74456825	11	AP001372.3
ENSG00000129467	ENSG00000129467.13	24318349	24335093	14	ADCY4
ENSG00000251059	ENSG00000251059.6	81164922	81193395	4	AC139722.1
ENSG00000130254	ENSG00000130254.12	5586999	5624046	19	SAFB2
ENSG00000284776	ENSG00000284776.1	18567453	18744216	20	AL121900.2
ENSG00000175538	ENSG00000175538.10	74454841	74467729	11	KCNE3
ENSG00000112333	ENSG00000112333.11	108166058	108188809	6	NR2E1
ENSG00000162688	ENSG00000162688.17	99850361	99924023	1	AGL
ENSG00000226410	ENSG00000226410.1	186162949	186163245	2	AC104058.1
ENSG00000259915	ENSG00000259915.2	186354570	186356773	2	AC017071.1
ENSG00000237877	ENSG00000237877.7	186032884	186422432	2	LINC01473
ENSG00000232194	ENSG00000232194.1	167820406	167821224	1	Z99943.1
ENSG00000271014	ENSG00000271014.1	85360798	85360925	2	AC062037.1
ENSG00000273763	ENSG00000273763.2	65203502	65227605	2	AC007318.2
ENSG00000236877	ENSG00000236877.2	108226015	108226331	2	SETD6P1
ENSG00000172974	ENSG00000172974.11	65205108	65205988	2	AC007318.1
ENSG00000143578	ENSG00000143578.16	153967534	153974361	1	CREB3L4
ENSG00000138669	ENSG00000138669.9	81087370	81215117	4	PRKG2
ENSG00000196228	ENSG00000196228.3	108247195	108265351	2	SULT1C3
ENSG00000224510	ENSG00000224510.2	48134358	48134534	13	POLR2KP2
ENSG00000274227	ENSG00000274227.1	112018804	112019430	12	AC073575.2
ENSG00000089248	ENSG00000089248.7	112013348	112023449	12	ERP29
ENSG00000159267	ENSG00000159267.14	36750888	36990236	21	HLCS
ENSG00000042445	ENSG00000042445.14	85341955	85354531	2	RETSAT
ENSG00000255063	ENSG00000255063.1	82805354	82806509	11	AP001646.2
ENSG00000184106	ENSG00000184106.8	41208713	41217947	6	TREML3P
ENSG00000255382	ENSG00000255382.2	82781502	82817741	11	LINC02734
ENSG00000136156	ENSG00000136156.15	48232612	48270357	13	ITM2B
ENSG00000175220	ENSG00000175220.12	46677080	46700619	11	ARHGAP1
ENSG00000248362	ENSG00000248362.1	147886086	147886878	5	AC011352.1
ENSG00000164265	ENSG00000164265.9	147870682	147882191	5	SCGB3A2
ENSG00000270857	ENSG00000270857.1	12248991	12249427	12	AC007621.1
ENSG00000242405	ENSG00000242405.2	12155262	12155772	12	AC007537.1
ENSG00000091640	ENSG00000091640.8	4959226	4967817	17	SPAG7
ENSG00000182747	ENSG00000182747.5	136922301	136925660	6	SLC35D3
ENSG00000198134	ENSG00000198134.3	12111163	12111489	12	PTMAP9
ENSG00000121380	ENSG00000121380.12	12049844	12211084	12	BCL2L14
ENSG00000230350	ENSG00000230350.1	136973930	136974217	6	RPL35AP3
ENSG00000229982	ENSG00000229982.1	118880103	118881288	7	GTF3AP6
ENSG00000178776	ENSG00000178776.5	147880726	147906538	5	C5orf46
ENSG00000158480	ENSG00000158480.11	49903391	49915529	20	SPATA2
ENSG00000227692	ENSG00000227692.1	186364598	186365128	2	MED28P3
ENSG00000256482	ENSG00000256482.1	24830421	24836558	12	AC023796.2
ENSG00000232568	ENSG00000232568.2	186261419	186261919	2	RPL23AP35
ENSG00000251320	ENSG00000251320.1	147887112	147887704	5	AC011352.3
ENSG00000225391	ENSG00000225391.5	136982165	136993234	6	AL135902.1
ENSG00000060982	ENSG00000060982.15	24810024	24949101	12	BCAT1
ENSG00000227597	ENSG00000227597.1	108276812	108277942	2	WASF1P1
ENSG00000170017	ENSG00000170017.12	105366909	105576900	3	ALCAM
ENSG00000235399	ENSG00000235399.1	136995170	136999504	6	AL135902.2
ENSG00000229060	ENSG00000229060.4	28148211	28149236	9	AL451124.1
ENSG00000287551	ENSG00000287551.1	28539735	28566733	9	AL445526.1
ENSG00000174482	ENSG00000174482.10	27948078	28670286	9	LINGO2
ENSG00000230520	ENSG00000230520.1	118950386	118951259	7	AC092098.1
ENSG00000279398	ENSG00000279398.1	108178871	108179317	6	AL078596.1
ENSG00000224955	ENSG00000224955.1	28598668	28599292	9	KCTD10P1
ENSG00000184661	ENSG00000184661.14	25459199	25507911	8	CDCA2
ENSG00000180764	ENSG00000180764.13	93958191	93961540	10	PIPSL
ENSG00000215448	ENSG00000215448.3	47859788	47860672	20	SRMP1
ENSG00000243403	ENSG00000243403.1	64592979	64593326	15	AC090543.2
ENSG00000180357	ENSG00000180357.9	64460742	64686068	15	ZNF609
ENSG00000234967	ENSG00000234967.2	47950797	47954808	20	AL357558.2
ENSG00000225527	ENSG00000225527.1	18531849	18533336	10	AL450384.1
ENSG00000229418	ENSG00000229418.2	96292685	96306695	10	AL136181.1
ENSG00000172752	ENSG00000172752.14	130345516	130484844	3	COL6A5
ENSG00000107447	ENSG00000107447.8	96304409	96338564	10	DNTT
ENSG00000241058	ENSG00000241058.4	18545561	18659285	10	NSUN6
ENSG00000228503	ENSG00000228503.1	47958022	47958603	20	AL357558.1
ENSG00000138678	ENSG00000138678.11	83535914	83605875	4	GPAT3
ENSG00000287443	ENSG00000287443.1	47974137	47977584	20	AL357558.3
ENSG00000196976	ENSG00000196976.7	154477769	154479257	X	LAGE3
ENSG00000237423	ENSG00000237423.2	47979102	47990127	20	LINC01522
ENSG00000229522	ENSG00000229522.1	47983404	47984313	20	LINC01523
ENSG00000224790	ENSG00000224790.3	36966461	36975164	21	AP000704.1
ENSG00000286179	ENSG00000286179.1	48007875	48022237	20	AL139351.2
ENSG00000270516	ENSG00000270516.1	119178177	119179149	7	AC079791.1
ENSG00000235152	ENSG00000235152.1	232160091	232185643	1	AL353052.1
ENSG00000259682	ENSG00000259682.1	64470253	64471364	15	AC091231.1
ENSG00000270652	ENSG00000270652.1	36943267	36944125	21	DPRXP5
ENSG00000135605	ENSG00000135605.13	48135783	48269838	4	TEC
ENSG00000236372	ENSG00000236372.1	232174932	232180113	1	AL353052.2
ENSG00000239465	ENSG00000239465.1	64631109	64631914	15	AC090543.1
ENSG00000130827	ENSG00000130827.6	154458281	154477779	X	PLXNA3
ENSG00000237646	ENSG00000237646.1	36803984	36806284	21	HLCS-IT1
ENSG00000223945	ENSG00000223945.2	150053864	150055034	1	AC244033.1
ENSG00000224436	ENSG00000224436.1	232221938	232222174	1	BX323014.1
ENSG00000248415	ENSG00000248415.1	64528667	64529671	15	GAPDHP61
ENSG00000287242	ENSG00000287242.1	124786783	124808790	12	AC073593.2
ENSG00000259239	ENSG00000259239.1	40133768	40135214	15	AC021755.1
ENSG00000225546	ENSG00000225546.6	119495024	119907397	7	LINC02476
ENSG00000135643	ENSG00000135643.5	70366290	70434292	12	KCNMB4
ENSG00000189325	ENSG00000189325.7	36315761	36336888	6	BNIP5
ENSG00000251189	ENSG00000251189.1	38682070	38685126	5	AC010425.1
ENSG00000248577	ENSG00000248577.1	38763158	38764289	5	AC091435.1
ENSG00000138071	ENSG00000138071.13	65227753	65271253	2	ACTR2
ENSG00000249740	ENSG00000249740.3	38682581	38845829	5	OSMR-AS1
ENSG00000116991	ENSG00000116991.10	232397965	232561558	1	SIPA1L2
ENSG00000267961	ENSG00000267961.2	15141105	15142062	19	OR10B1P
ENSG00000239255	ENSG00000239255.1	179452395	179452419	3	AC007620.1
ENSG00000227233	ENSG00000227233.1	51382284	51384660	7	CICP17
ENSG00000279320	ENSG00000279320.1	146504570	146506560	3	AC069528.2
ENSG00000250629	ENSG00000250629.1	38783580	38792754	5	AC091435.2
ENSG00000227372	ENSG00000227372.12	3735511	3747373	1	TP73-AS1
ENSG00000227048	ENSG00000227048.2	201428975	201429361	1	AC096677.3
ENSG00000228897	ENSG00000228897.1	51386363	51387101	7	AC012441.2
ENSG00000261673	ENSG00000261673.1	72224565	72225144	16	AC009075.1
ENSG00000187608	ENSG00000187608.10	1001138	1014540	1	ISG15
ENSG00000215734	ENSG00000215734.3	36994643	36995075	21	MRPL20P1
ENSG00000181260	ENSG00000181260.8	179464346	179465328	3	MTHFD2P7
ENSG00000159173	ENSG00000159173.19	201403768	201429866	1	TNNI1
ENSG00000224969	ENSG00000224969.1	1011997	1013193	1	AL645608.1
ENSG00000183145	ENSG00000183145.9	37006150	37019662	21	RIPPLY3
ENSG00000287038	ENSG00000287038.1	29214322	29229229	9	AL162388.2
ENSG00000231702	ENSG00000231702.2	1008076	1008229	1	AL645608.3
ENSG00000121680	ENSG00000121680.16	45909663	45918812	11	PEX16
ENSG00000258430	ENSG00000258430.1	104769349	104770271	14	AL583722.2
ENSG00000143164	ENSG00000143164.15	167935783	168075843	1	DCAF6
ENSG00000142208	ENSG00000142208.16	104769349	104795751	14	AKT1
ENSG00000175544	ENSG00000175544.13	67452406	67460313	11	CABP4
ENSG00000081985	ENSG00000081985.11	67307364	67397090	1	IL12RB2
ENSG00000146151	ENSG00000146151.13	55434369	55579214	6	HMGCLL1
ENSG00000271709	ENSG00000271709.1	120866378	120867403	2	AC017033.1
ENSG00000264558	ENSG00000264558.1	47682417	47682683	17	AC015674.1
ENSG00000225919	ENSG00000225919.1	232718071	232722250	1	LINC01745
ENSG00000230033	ENSG00000230033.1	156944721	156945645	7	AC006357.1
ENSG00000108064	ENSG00000108064.11	58385345	58399220	10	TFAM
ENSG00000236497	ENSG00000236497.2	232727251	232751299	1	LINC01744
ENSG00000108424	ENSG00000108424.10	47649476	47685505	17	KPNB1
ENSG00000230276	ENSG00000230276.2	29254075	29254426	9	AL162388.1
ENSG00000250346	ENSG00000250346.1	147922179	147923421	5	EEF1GP2
ENSG00000172663	ENSG00000172663.9	67461710	67469272	11	TMEM134
ENSG00000212916	ENSG00000212916.4	232804892	232808407	1	MAP10
ENSG00000286774	ENSG00000286774.1	232843386	232897660	1	AL122003.2
ENSG00000074047	ENSG00000074047.21	120735623	120992653	2	GLI2
ENSG00000147434	ENSG00000147434.8	42752620	42796392	8	CHRNA6
ENSG00000232175	ENSG00000232175.1	232917235	232918018	1	AL122003.1
ENSG00000016402	ENSG00000016402.13	136999971	137045180	6	IL20RA
ENSG00000287335	ENSG00000287335.1	48025245	48060271	20	AL139351.3
ENSG00000229087	ENSG00000229087.1	15397435	15397782	2	AC007738.1
ENSG00000151779	ENSG00000151779.13	15166914	15561334	2	NBAS
ENSG00000232876	ENSG00000232876.1	135055033	135060550	6	AL353596.1
ENSG00000276923	ENSG00000276923.1	48073869	48074188	20	AL139351.1
ENSG00000213962	ENSG00000213962.2	177997273	177998770	2	API5P2
ENSG00000175213	ENSG00000175213.3	46701030	46705912	11	ZNF408
ENSG00000112339	ENSG00000112339.15	134960378	135103056	6	HBS1L
ENSG00000128655	ENSG00000128655.18	177623244	178072777	2	PDE11A
ENSG00000277646	ENSG00000277646.1	29317833	29318952	9	AL353684.1
ENSG00000229834	ENSG00000229834.1	29636486	29636853	9	AL354676.1
ENSG00000230097	ENSG00000230097.2	29824742	29826711	9	ME2P1
ENSG00000267770	ENSG00000267770.1	78522247	78522828	17	AC016182.1
ENSG00000111880	ENSG00000111880.16	88609897	88963618	6	RNGTT
ENSG00000249171	ENSG00000249171.1	83668510	83731755	4	AC021192.1
ENSG00000232060	ENSG00000232060.3	30558880	30559481	9	SLC4A1APP1
ENSG00000087157	ENSG00000087157.19	78378649	78425114	17	PGS1
ENSG00000280683	ENSG00000280683.1	30388935	30575012	9	LINC01242
ENSG00000287107	ENSG00000287107.1	48120269	48136844	20	AL136102.1
ENSG00000238140	ENSG00000238140.1	51461721	51463416	1	AC104170.2
ENSG00000288083	ENSG00000288083.1	48264969	48275392	20	AL121888.2
ENSG00000227070	ENSG00000227070.1	51518309	51561629	1	AC104170.1
ENSG00000239792	ENSG00000239792.2	30670964	30671966	9	C2orf27AP2
ENSG00000215210	ENSG00000215210.3	30689105	30690272	9	RBMXP2
ENSG00000085832	ENSG00000085832.17	51354263	51519266	1	EPS15
ENSG00000231473	ENSG00000231473.3	48296162	48303661	13	RB1-DT
ENSG00000162592	ENSG00000162592.10	3746460	3771645	1	CCDC27
ENSG00000235621	ENSG00000235621.9	48359884	48370636	20	LINC00494
ENSG00000250546	ENSG00000250546.6	83796436	84299189	4	AC079160.1
ENSG00000174307	ENSG00000174307.7	201464278	201469237	1	PHLDA3
ENSG00000214293	ENSG00000214293.9	77657659	77696267	7	APTR
ENSG00000214980	ENSG00000214980.4	84244003	84245488	4	AC025538.1
ENSG00000247853	ENSG00000247853.2	6578622	6584739	12	AC006064.2
ENSG00000251508	ENSG00000251508.1	233295325	233295727	1	AL133380.1
ENSG00000235626	ENSG00000235626.2	30773464	30774732	9	KRT18P66
ENSG00000143545	ENSG00000143545.9	153981605	153986358	1	RAB13
ENSG00000224818	ENSG00000224818.1	201464383	201465146	1	AC096677.2
ENSG00000258973	ENSG00000258973.1	24332310	24337382	14	AL096870.1
ENSG00000286837	ENSG00000286837.1	42842989	42844876	8	AC087533.1
ENSG00000131931	ENSG00000131931.8	42836674	42843325	8	THAP1
ENSG00000175514	ENSG00000175514.2	67451301	67452729	11	GPR152
ENSG00000129465	ENSG00000129465.16	24336025	24340022	14	RIPK3
ENSG00000286063	ENSG00000286063.1	48324812	48367976	20	AL121888.1
ENSG00000135749	ENSG00000135749.19	232983435	233295725	1	PCNX2
ENSG00000078900	ENSG00000078900.15	3652516	3736201	1	TP73
ENSG00000150991	ENSG00000150991.15	124911604	124917368	12	UBC
ENSG00000226246	ENSG00000226246.1	30799471	30800746	9	KRT18P36
ENSG00000233278	ENSG00000233278.1	30831878	30832225	9	RPS26P2
ENSG00000248749	ENSG00000248749.1	84371393	84380189	4	AC104063.1
ENSG00000214020	ENSG00000214020.3	30935485	30935977	9	FTLP4
ENSG00000072133	ENSG00000072133.11	84058346	84188199	X	RPS6KA6
ENSG00000107643	ENSG00000107643.16	48306639	48439360	10	MAPK8
ENSG00000163623	ENSG00000163623.9	84491987	84498450	4	NKX6-1
ENSG00000227080	ENSG00000227080.2	51388430	51389114	7	AC012441.1
ENSG00000229478	ENSG00000229478.1	51600286	51600573	7	ROBO2P1
ENSG00000111642	ENSG00000111642.15	6570082	6614524	12	CHD4
ENSG00000228557	ENSG00000228557.1	30988085	30990572	9	HSPA8P17
ENSG00000285741	ENSG00000285741.1	51471717	51729716	7	AC005999.2
ENSG00000229403	ENSG00000229403.1	51614251	51630870	7	AC005999.1
ENSG00000223421	ENSG00000223421.1	31165618	31166980	9	AL354854.1
ENSG00000241129	ENSG00000241129.3	124935455	124935895	12	RPL22P19
ENSG00000286987	ENSG00000286987.1	51773836	51781162	7	AC006478.1
ENSG00000188542	ENSG00000188542.9	240560054	240564014	2	DUSP28
ENSG00000287039	ENSG00000287039.1	51849086	51864798	7	AC006478.2
ENSG00000258013	ENSG00000258013.2	84544304	84544519	4	RPL3P13
ENSG00000233960	ENSG00000233960.1	52165235	52192913	7	AC079763.1
ENSG00000232203	ENSG00000232203.3	31253901	31254777	9	SLC25A6P2
ENSG00000282386	ENSG00000282386.1	153964361	153965070	1	AL358472.4
ENSG00000285994	ENSG00000285994.1	12563151	12567351	10	AL731559.1
ENSG00000183049	ENSG00000183049.12	12349482	12835545	10	CAMK1D
ENSG00000143570	ENSG00000143570.18	153959099	153968184	1	SLC39A1
ENSG00000287049	ENSG00000287049.1	240558089	240558925	2	AC124862.1
ENSG00000127329	ENSG00000127329.15	70515866	70637440	12	PTPRB
ENSG00000144504	ENSG00000144504.15	240479422	240569209	2	ANKMY1
ENSG00000251552	ENSG00000251552.1	83279921	83280644	5	COQ10BP2
ENSG00000174695	ENSG00000174695.10	83052846	83077863	5	TMEM167A
ENSG00000267432	ENSG00000267432.6	78484882	78503056	17	DNAH17-AS1
ENSG00000236874	ENSG00000236874.1	48383323	48384895	20	AL137078.1
ENSG00000274261	ENSG00000274261.2	48406777	48410716	20	AL137078.2
ENSG00000223396	ENSG00000223396.4	201518703	201584367	1	RPS10P7
ENSG00000224536	ENSG00000224536.2	201507241	201534784	1	AC096677.1
ENSG00000142864	ENSG00000142864.14	67407810	67430415	1	SERBP1
ENSG00000281365	ENSG00000281365.1	48471308	48472414	20	AL049541.1
ENSG00000167874	ENSG00000167874.7	7855066	7856099	17	TMEM88
ENSG00000243385	ENSG00000243385.2	83201229	83202141	5	AC094085.1
ENSG00000159176	ENSG00000159176.14	201483530	201509456	1	CSRP1
ENSG00000152422	ENSG00000152422.15	83077498	83353787	5	XRCC4
ENSG00000281460	ENSG00000281460.1	48476999	48477553	20	AL049541.2
ENSG00000011426	ENSG00000011426.11	36389821	36453791	7	ANLN
ENSG00000187775	ENSG00000187775.16	78423697	78577394	17	DNAH17
ENSG00000232693	ENSG00000232693.2	65373700	65380685	2	AC012370.1
ENSG00000229941	ENSG00000229941.6	177653419	177723289	2	AC012499.1
ENSG00000198369	ENSG00000198369.10	65310851	65432637	2	SPRED2
ENSG00000286908	ENSG00000286908.1	52493152	52503434	7	AC006459.1
ENSG00000260720	ENSG00000260720.1	31371611	31381490	9	LINC01243
ENSG00000226998	ENSG00000226998.1	31505280	31505943	9	MTATP6P30
ENSG00000229744	ENSG00000229744.1	178017993	178018465	2	AC011998.2
ENSG00000229080	ENSG00000229080.1	31505946	31506615	9	MTCO3P30
ENSG00000284741	ENSG00000284741.1	177628069	178108339	2	PDE11A
ENSG00000260468	ENSG00000260468.1	10514842	10528202	16	LINC01290
ENSG00000274588	ENSG00000274588.2	50365409	50470825	X	DGKK
ENSG00000246876	ENSG00000246876.7	129612330	129771527	4	LINC02466
ENSG00000065548	ENSG00000065548.18	186486253	186509361	2	ZC3H15
ENSG00000255921	ENSG00000255921.1	24949163	24960158	12	AC026310.2
ENSG00000147471	ENSG00000147471.12	37762595	37779768	8	PLPBP
ENSG00000278969	ENSG00000278969.1	24902309	24904681	12	AC026310.3
ENSG00000105227	ENSG00000105227.14	40393768	40413366	19	PRX
ENSG00000204653	ENSG00000204653.10	50511600	50514690	19	ASPDH
ENSG00000115998	ENSG00000115998.7	70149880	70248615	2	C2orf42
ENSG00000160218	ENSG00000160218.13	44012309	44106552	21	TRAPPC10
ENSG00000232027	ENSG00000232027.2	51372270	51373224	1	AL671986.1
ENSG00000143158	ENSG00000143158.11	167916675	167937072	1	MPC2
ENSG00000240143	ENSG00000240143.1	129794994	129796963	X	AL023653.1
ENSG00000233484	ENSG00000233484.2	84403898	84404024	X	AL450471.1
